# submitted_item	validated_id	current_symbol
FBgn0028408	FBgn0028408	Drep2
FBgn0028411	FBgn0028411	Nxt1
FBgn0028421	FBgn0028421	Kap3
FBgn0028425	FBgn0028425	JhI-21
FBgn0028426	FBgn0028426	RNaseZ
FBgn0028427	FBgn0028427	Ilk
FBgn0028429	FBgn0028429	I-2
FBgn0028436	FBgn0028436	ECSIT
FBgn0028467	FBgn0028467	CG11070
FBgn0028468	FBgn0028468	rtet
FBgn0028471	FBgn0028471	Nab2
FBgn0028473	FBgn0028473	Non1
FBgn0028474	FBgn0028474	CG4119
FBgn0028475	FBgn0028475	Hrd3
FBgn0028476	FBgn0028476	Usp1
FBgn0028479	FBgn0028479	Mtpalpha
FBgn0028480	FBgn0028480	CG17841
FBgn0028481	FBgn0028481	CG4341
FBgn0028482	FBgn0028482	bdl
FBgn0028484	FBgn0028484	Ack
FBgn0028487	FBgn0028487	f-cup
FBgn0028490	FBgn0028490	CG31705
FBgn0028491	FBgn0028491	CG2930
FBgn0028496	FBgn0028496	CG30116
FBgn0028497	FBgn0028497	CG3530
FBgn0028499	FBgn0028499	CG7985
FBgn0028500	FBgn0028500	Rich
FBgn0028507	FBgn0028507	CG3793
FBgn0028509	FBgn0028509	CenG1A
FBgn0028515	FBgn0028515	EndoGI
FBgn0028523	FBgn0028523	CG5888
FBgn0028526	FBgn0028526	CG15293
FBgn0028527	FBgn0028527	CG18507
FBgn0028530	FBgn0028530	mTTF
FBgn0028538	FBgn0028538	Sec71
FBgn0028539	FBgn0028539	Eato
FBgn0028540	FBgn0028540	CG9008
FBgn0028541	FBgn0028541	TM9SF4
FBgn0028542	FBgn0028542	NimB4
FBgn0028543	FBgn0028543	NimB2
FBgn0028546	FBgn0028546	ics
FBgn0028550	FBgn0028550	Atf3
FBgn0028552	FBgn0028552	gammaSnap1
FBgn0028554	FBgn0028554	x16
FBgn0028563	FBgn0028563	sut1
FBgn0028572	FBgn0028572	qtc
FBgn0028577	FBgn0028577	hfp
FBgn0028579	FBgn0028579	phtf
FBgn0028582	FBgn0028582	lqf
FBgn0028622	FBgn0028622	qsm
FBgn0028644	FBgn0028644	beat-Ic
FBgn0028645	FBgn0028645	beat-Ib
FBgn0028646	FBgn0028646	aralar1
FBgn0028647	FBgn0028647	CG11902
FBgn0028648	FBgn0028648	mRpL50
FBgn0028662	FBgn0028662	VhaPPA1-1
FBgn0028663	FBgn0028663	VhaM9.7-b
FBgn0028665	FBgn0285910	VhaAC39-1
FBgn0028670	FBgn0028670	Vha100-2
FBgn0028671	FBgn0028671	Vha100-1
FBgn0028683	FBgn0028683	spt4
FBgn0028684	FBgn0028684	Rpt5
FBgn0028685	FBgn0028685	Rpt4
FBgn0028686	FBgn0028686	Rpt3
FBgn0028687	FBgn0028687	Rpt1
FBgn0028688	FBgn0028688	Rpn7
FBgn0028689	FBgn0028689	Rpn6
FBgn0028690	FBgn0028690	Rpn5
FBgn0028691	FBgn0028691	Rpn9
FBgn0028692	FBgn0028692	Rpn2
FBgn0028693	FBgn0028693	Rpn12
FBgn0028694	FBgn0028694	Rpn11
FBgn0028695	FBgn0028695	Rpn1
FBgn0028697	FBgn0028697	RpL15
FBgn0028699	FBgn0028699	Rh50
FBgn0028703	FBgn0028703	Nhe3
FBgn0028704	FBgn0028704	Nckx30C
FBgn0028708	FBgn0028708	Mst85C
FBgn0028717	FBgn0028717	Lnk
FBgn0028734	FBgn0028734	Fmr1
FBgn0028737	FBgn0028737	eEF1beta
FBgn0028743	FBgn0028743	Dhit
FBgn0028744	FBgn0028744	CG5033
FBgn0028746	FBgn0028746	CG18508
FBgn0028833	FBgn0028833	Cmpk
FBgn0028836	FBgn0028836	CSN7
FBgn0028837	FBgn0028837	CSN6
FBgn0028855	FBgn0028855	CG15282
FBgn0028862	FBgn0028862	dao
FBgn0028863	FBgn0028863	CG4587
FBgn0028875	FBgn0028875	nAChRalpha5
FBgn0028879	FBgn0028879	CG15270
FBgn0028886	FBgn0028886	CG15279
FBgn0028888	FBgn0028888	CG4168
FBgn0028894	FBgn0028894	GMF
FBgn0028916	FBgn0028916	CG33090
FBgn0028926	FBgn0028926	NC2beta
FBgn0028932	FBgn0028932	CG16890
FBgn0028936	FBgn0028936	NimB5
FBgn0028940	FBgn0028940	Cyp28a5
FBgn0028953	FBgn0028953	CG14478
FBgn0028962	FBgn0028962	AlaRS-m
FBgn0028965	FBgn0028965	A16
FBgn0028968	FBgn0028968	gammaCOP
FBgn0028969	FBgn0028969	deltaCOP
FBgn0028970	FBgn0028970	betaggt-II
FBgn0028978	FBgn0028978	trbl
FBgn0028980	FBgn0028980	tant
FBgn0028982	FBgn0028982	Spt6
FBgn0028983	FBgn0028983	Spn55B
FBgn0028984	FBgn0028984	Spn88Ea
FBgn0028990	FBgn0028990	Spn27A
FBgn0028992	FBgn0028992	sds22
FBgn0028993	FBgn0287186	scro
FBgn0028996	FBgn0028996	onecut
FBgn0029003	FBgn0029003	mab-21
FBgn0029006	FBgn0029006	Smurf
FBgn0029067	FBgn0029067	Dd
FBgn0029082	FBgn0029082	hbs
FBgn0029088	FBgn0029088	disp
FBgn0029092	FBgn0029092	ced-6
FBgn0029093	FBgn0029093	cathD
FBgn0029094	FBgn0029094	asf1
FBgn0029095	FBgn0029095	aru
FBgn0029105	FBgn0029105	alpha-Catr
FBgn0029113	FBgn0029113	Uba2
FBgn0029114	FBgn0029114	Tollo
FBgn0029117	FBgn0029117	Surf1
FBgn0029118	FBgn0029118	ScsbetaG
FBgn0029123	FBgn0029123	SoxN
FBgn0029131	FBgn0029131	Debcl
FBgn0029133	FBgn0029133	REG
FBgn0029134	FBgn0029134	Prosbeta5
FBgn0029137	FBgn0029137	Patsas
FBgn0029147	FBgn0029147	NtR
FBgn0029148	FBgn0029148	NHP2
FBgn0029152	FBgn0029152	Mkrn1
FBgn0029155	FBgn0029155	Men-b
FBgn0029157	FBgn0029157	ssh
FBgn0029158	FBgn0029158	Las
FBgn0029167	FBgn0029167	Hml
FBgn0029174	FBgn0029174	Fkbp59
FBgn0029175	FBgn0029175	sotv
FBgn0029176	FBgn0029176	eEF1gamma
FBgn0029502	FBgn0029502	Coq7
FBgn0029503	FBgn0029503	mora
FBgn0029504	FBgn0029504	CHES-1-like
FBgn0029506	FBgn0029506	Tsp42Ee
FBgn0029507	FBgn0029507	Tsp42Ed
FBgn0029512	FBgn0029512	Aos1
FBgn0029525	FBgn0029525	CG18273
FBgn0029526	FBgn0029526	CR18166
FBgn0029529	FBgn0029529	CG13365
FBgn0029580	FBgn0029580	CG14778
FBgn0029594	FBgn0029594	Coa8
FBgn0029608	FBgn0029608	CG3091
FBgn0029629	FBgn0029629	eIF3g1
FBgn0029639	FBgn0029639	CG14419
FBgn0029663	FBgn0029663	CG10804
FBgn0029666	FBgn0029666	CG10803
FBgn0029676	FBgn0029676	HIP-R
FBgn0029685	FBgn0029685	CG2938
FBgn0029687	FBgn0029687	Vap33
FBgn0029688	FBgn0029688	lva
FBgn0029689	FBgn0029689	CG6428
FBgn0029693	FBgn0029693	CG6379
FBgn0029708	FBgn0029708	CG3556
FBgn0029709	FBgn0029709	CHOp24
FBgn0029711	FBgn0029711	Usf
FBgn0029715	FBgn0029715	CG11444
FBgn0029718	FBgn0029718	mRpL30
FBgn0029720	FBgn0029720	CG3009
FBgn0029723	FBgn0029723	Proc-R
FBgn0029736	FBgn0029736	CG4041
FBgn0029737	FBgn0029737	CG6903
FBgn0029755	FBgn0029755	Sas10
FBgn0029756	FBgn0029756	CG3309
FBgn0029761	FBgn0029761	SK
FBgn0029762	FBgn0029762	NAAT1
FBgn0029765	FBgn0029765	CG16756
FBgn0029766	FBgn0029766	CG15784
FBgn0029768	FBgn0029768	SPR
FBgn0029769	FBgn0029769	frma
FBgn0029771	FBgn0029771	CG12730
FBgn0029778	FBgn0029778	RhoGAP5A
FBgn0029785	FBgn0029785	RpL35
FBgn0029789	FBgn0029789	PGAP1
FBgn0029791	FBgn0029791	AdamTS-B
FBgn0029800	FBgn0029800	lin-52
FBgn0029801	FBgn0029801	CG15771
FBgn0029810	FBgn0029810	CG12239
FBgn0029814	FBgn0029814	CG15765
FBgn0029818	FBgn0029818	GAA1
FBgn0029819	FBgn0029819	Usp30
FBgn0029820	FBgn0029820	CG16721
FBgn0029822	FBgn0029822	CG12236
FBgn0029823	FBgn0029823	Shmt
FBgn0029824	FBgn0029824	CG3726
FBgn0029825	FBgn0029825	CG12728
FBgn0029828	FBgn0029828	CG6067
FBgn0029830	FBgn0029830	Grip
FBgn0029831	FBgn0029831	CG5966
FBgn0029833	FBgn0029833	MCTS1
FBgn0029834	FBgn0029834	CG5937
FBgn0029837	FBgn0029837	Tsp5D
FBgn0029838	FBgn0029838	CG4666
FBgn0029839	FBgn0029839	CG4660
FBgn0029843	FBgn0029843	Nep1
FBgn0029849	FBgn0029849	Efr
FBgn0029851	FBgn0029851	CG14445
FBgn0029854	FBgn0029854	CG3566
FBgn0029857	FBgn0029857	wuho
FBgn0029860	FBgn0029860	CG15891
FBgn0029861	FBgn0029861	CG3815
FBgn0029863	FBgn0029863	CG3823
FBgn0029864	FBgn0029864	CG15894
FBgn0029866	FBgn0029866	CG3842
FBgn0029867	FBgn0029867	CG3847
FBgn0029868	FBgn0029868	ND-B16.6
FBgn0029870	FBgn0029870	Marf
FBgn0029873	FBgn0029873	CG3918
FBgn0029878	FBgn0029878	Pat1
FBgn0029881	FBgn0029881	pigs
FBgn0029882	FBgn0029882	CG3226
FBgn0029885	FBgn0029885	CG3224
FBgn0029887	FBgn0029887	CG3198
FBgn0029888	FBgn0029888	ND-ASHI
FBgn0029891	FBgn0029891	Pink1
FBgn0029892	FBgn0029892	CG3184
FBgn0029893	FBgn0029893	CG14442
FBgn0029894	FBgn0029894	CG14440
FBgn0029895	FBgn0029895	CG14441
FBgn0029896	FBgn0029896	CG3168
FBgn0029897	FBgn0029897	RpL17
FBgn0029898	FBgn0029898	CG14439
FBgn0029899	FBgn0287725	sov
FBgn0029903	FBgn0029903	pod1
FBgn0029905	FBgn0029905	Nf-YC
FBgn0029906	FBgn0029906	xit
FBgn0029911	FBgn0029911	CG14435
FBgn0029912	FBgn0029912	CG4557
FBgn0029913	FBgn0029913	Cht11
FBgn0029914	FBgn0029914	CG4558
FBgn0029925	FBgn0029925	CG3040
FBgn0029929	FBgn0029929	CG4593
FBgn0029930	FBgn0029930	CG12541
FBgn0029932	FBgn0029932	CG4607
FBgn0029935	FBgn0029935	CG4615
FBgn0029936	FBgn0029936	CG4617
FBgn0029937	FBgn0029937	CG8300
FBgn0029939	FBgn0029939	CG9650
FBgn0029941	FBgn0029941	CG1677
FBgn0029942	FBgn0029942	CG2059
FBgn0029950	FBgn0029950	CG9657
FBgn0029955	FBgn0029955	CG15478
FBgn0029957	FBgn0029957	CG12155
FBgn0029958	FBgn0029958	Pdp
FBgn0029959	FBgn0029959	Rab39
FBgn0029962	FBgn0029962	CARPA
FBgn0029969	FBgn0029969	CG10932
FBgn0029974	FBgn0029974	dpr14
FBgn0029975	FBgn0029975	spidey
FBgn0029976	FBgn0029976	snz
FBgn0029979	FBgn0029979	mahe
FBgn0029980	FBgn0029980	CG10778
FBgn0029990	FBgn0029990	CG2233
FBgn0029992	FBgn0029992	Upf2
FBgn0029994	FBgn0029994	Ldsdh1
FBgn0029996	FBgn0029996	UbcE2H
FBgn0029997	FBgn0029997	CG2258
FBgn0030006	FBgn0030006	CG17982
FBgn0030007	FBgn0030007	alpha-PheRS
FBgn0030011	FBgn0030011	Gbeta5
FBgn0030013	FBgn0030013	GIIIspla2
FBgn0030017	FBgn0030017	CG2278
FBgn0030018	FBgn0030018	slpr
FBgn0030025	FBgn0030025	CG2147
FBgn0030026	FBgn0030026	sni
FBgn0030027	FBgn0030027	CG1632
FBgn0030030	FBgn0030030	CG1636
FBgn0030034	FBgn0030034	CG10555
FBgn0030035	FBgn0030035	PIG-T
FBgn0030037	FBgn0030037	Miga
FBgn0030038	FBgn0030038	CG1440
FBgn0030039	FBgn0030039	CG12123
FBgn0030040	FBgn0030040	CG15347
FBgn0030041	FBgn0030041	CG12116
FBgn0030049	FBgn0030049	Trf4-1
FBgn0030051	FBgn0030051	spirit
FBgn0030052	FBgn0030052	CG12065
FBgn0030053	FBgn0030053	CG12081
FBgn0030055	FBgn0030055	Rubicon
FBgn0030056	FBgn0030056	CAH3
FBgn0030058	FBgn0030058	CG11294
FBgn0030060	FBgn0030060	CG2004
FBgn0030063	FBgn0030063	CG1789
FBgn0030065	FBgn0030065	CG12075
FBgn0030066	FBgn0030066	Uros1
FBgn0030067	FBgn0030067	Rbm13
FBgn0030082	FBgn0030082	HP1b
FBgn0030085	FBgn0030085	CG6999
FBgn0030086	FBgn0030086	CCT2
FBgn0030087	FBgn0030087	CG7766
FBgn0030088	FBgn0030088	Arfrp1
FBgn0030089	FBgn0030089	AP-1gamma
FBgn0030090	FBgn0030090	fend
FBgn0030091	FBgn0030091	CG7065
FBgn0030092	FBgn0030092	fh
FBgn0030093	FBgn0030093	Bap111
FBgn0030096	FBgn0030096	Zpr1
FBgn0030099	FBgn0030099	CG12056
FBgn0030102	FBgn0030102	SmydA-9
FBgn0030103	FBgn0030103	Obp8a
FBgn0030105	FBgn0030105	CG15369
FBgn0030109	FBgn0030109	CG12121
FBgn0030114	FBgn0030114	CG17754
FBgn0030121	FBgn0030121	Cfp1
FBgn0030136	FBgn0030136	RpS28b
FBgn0030141	FBgn0030141	Gga
FBgn0030151	FBgn0030151	CG1354
FBgn0030156	FBgn0030156	CG15247
FBgn0030157	FBgn0030157	CG1468
FBgn0030158	FBgn0030158	CG9686
FBgn0030159	FBgn0030159	CG9689
FBgn0030160	FBgn0030160	CG9691
FBgn0030163	FBgn0030163	CG1791
FBgn0030164	FBgn0030164	CG1889
FBgn0030174	FBgn0030174	CG15312
FBgn0030183	FBgn0030183	CG15309
FBgn0030189	FBgn0030189	CG2909
FBgn0030196	FBgn0030196	Psf3
FBgn0030206	FBgn0030206	CG2889
FBgn0030208	FBgn0030208	PPP4R2r
FBgn0030228	FBgn0030228	BTBD9
FBgn0030230	FBgn0030230	Rph
FBgn0030234	FBgn0030234	CG15211
FBgn0030239	FBgn0030239	CG17333
FBgn0030240	FBgn0030240	CG2202
FBgn0030243	FBgn0030243	CG2186
FBgn0030244	FBgn0030244	CG2157
FBgn0030245	FBgn0030245	CG1637
FBgn0030246	FBgn0030246	CG1582
FBgn0030251	FBgn0030251	CG2145
FBgn0030257	FBgn0030257	SmydA-4
FBgn0030258	FBgn0030258	CG1552
FBgn0030259	FBgn0030259	CG1545
FBgn0030260	FBgn0030260	CG1537
FBgn0030261	FBgn0030261	CG15203
FBgn0030266	FBgn0030266	CG11122
FBgn0030268	FBgn0030268	Klp10A
FBgn0030269	FBgn0030269	CDK2AP1
FBgn0030271	FBgn0030271	CG15202
FBgn0030272	FBgn0030272	CG15201
FBgn0030274	FBgn0030274	Lint-1
FBgn0030276	FBgn0030276	Dlic
FBgn0030286	FBgn0030286	Gapvd1
FBgn0030289	FBgn0030289	GCS1
FBgn0030292	FBgn0030292	CG11752
FBgn0030293	FBgn0030293	CG1737
FBgn0030294	FBgn0287454	Pa1
FBgn0030301	FBgn0030301	HP5
FBgn0030304	FBgn0030304	Cyp4g15
FBgn0030305	FBgn0030305	Uba5
FBgn0030306	FBgn0030306	Spase25
FBgn0030309	FBgn0030309	CG1572
FBgn0030310	FBgn0030310	PGRP-SA
FBgn0030314	FBgn0030314	CG11696
FBgn0030316	FBgn0030316	CG11695
FBgn0030317	FBgn0030317	CG1561
FBgn0030318	FBgn0030318	rho-4
FBgn0030320	FBgn0030320	CG2247
FBgn0030321	FBgn0030321	CG1703
FBgn0030323	FBgn0030323	Vlet
FBgn0030327	FBgn0030327	FucT6
FBgn0030328	FBgn0030328	Amun
FBgn0030329	FBgn0030329	prtp
FBgn0030330	FBgn0030330	Tango10
FBgn0030334	FBgn0030334	Karl
FBgn0030336	FBgn0030336	CG1578
FBgn0030341	FBgn0030341	p24-1
FBgn0030342	FBgn0030342	CG10347
FBgn0030343	FBgn0030343	ATP7
FBgn0030345	FBgn0030345	CG1847
FBgn0030346	FBgn0030346	BORCS5
FBgn0030347	FBgn0030347	CG15739
FBgn0030349	FBgn0030349	CG10353
FBgn0030350	FBgn0030350	SelG
FBgn0030351	FBgn0030351	CG1840
FBgn0030352	FBgn0030352	sicily
FBgn0030354	FBgn0030354	Upf1
FBgn0030357	FBgn0030357	Sclp
FBgn0030358	FBgn0030358	CG10362
FBgn0030362	FBgn0030362	regucalcin
FBgn0030364	FBgn0030364	Lsm12a
FBgn0030365	FBgn0030365	Tango4
FBgn0030366	FBgn0030366	Usp7
FBgn0030367	FBgn0030367	Cyp311a1
FBgn0030391	FBgn0030391	Rab40
FBgn0030396	FBgn0030396	CG2556
FBgn0030400	FBgn0030400	Pits
FBgn0030403	FBgn0030403	CG1824
FBgn0030406	FBgn0030406	CG1463
FBgn0030411	FBgn0030411	CG2540
FBgn0030412	FBgn0030412	Tomosyn
FBgn0030418	FBgn0030418	CG4004
FBgn0030431	FBgn0030431	CG4407
FBgn0030432	FBgn0030432	CG4404
FBgn0030433	FBgn0030433	mRpL49
FBgn0030434	FBgn0030434	Brms1
FBgn0030435	FBgn0030435	CG4645
FBgn0030447	FBgn0030447	CG2200
FBgn0030456	FBgn0030456	CG4332
FBgn0030457	FBgn0030457	CG12096
FBgn0030460	FBgn0030460	Coq5
FBgn0030465	FBgn0030465	CG15743
FBgn0030467	FBgn0030467	CG1764
FBgn0030474	FBgn0030474	CG15747
FBgn0030478	FBgn0030478	CG1640
FBgn0030479	FBgn0030479	Rbp1-like
FBgn0030480	FBgn0030480	Tim9a
FBgn0030481	FBgn0030481	CG1662
FBgn0030482	FBgn0030482	CG1673
FBgn0030484	FBgn0030484	GstT4
FBgn0030485	FBgn0030485	CG1998
FBgn0030486	FBgn0030486	Set2
FBgn0030499	FBgn0030499	CG11178
FBgn0030502	FBgn0030502	tth
FBgn0030503	FBgn0030503	Tango2
FBgn0030504	FBgn0030504	CG2691
FBgn0030505	FBgn0030505	NFAT
FBgn0030508	FBgn0030508	CG15760
FBgn0030510	FBgn0030510	CG12177
FBgn0030512	FBgn0030512	Nadsyn
FBgn0030514	FBgn0030514	CG9941
FBgn0030519	FBgn0030519	CG11151
FBgn0030520	FBgn0030520	Pdcd4
FBgn0030521	FBgn0030521	CtsB1
FBgn0030522	FBgn0030522	CG11103
FBgn0030529	FBgn0030529	Clic
FBgn0030530	FBgn0030530	jub
FBgn0030545	FBgn0030545	CG11590
FBgn0030552	FBgn0030552	mRpL38
FBgn0030554	FBgn0030554	CG1434
FBgn0030555	FBgn0030555	Fbxl4
FBgn0030556	FBgn0030556	mRNA-cap
FBgn0030562	FBgn0030562	CG9400
FBgn0030571	FBgn0030571	CG14414
FBgn0030572	FBgn0030572	mRpS25
FBgn0030574	FBgn0030574	sbm
FBgn0030576	FBgn0030576	CG15890
FBgn0030581	FBgn0030581	CG14408
FBgn0030582	FBgn0030582	CG14411
FBgn0030584	FBgn0030584	CG14407
FBgn0030589	FBgn0030589	CG9519
FBgn0030593	FBgn0030593	CG9512
FBgn0030600	FBgn0030600	hiw
FBgn0030605	FBgn0030605	ND-B18
FBgn0030608	FBgn0030608	Lsd-2
FBgn0030610	FBgn0030610	CG9065
FBgn0030611	FBgn0030611	CG15027
FBgn0030613	FBgn0030613	Rab3-GEF
FBgn0030616	FBgn0030616	RpL37a
FBgn0030629	FBgn0030629	CG9123
FBgn0030630	FBgn0030630	CG12608
FBgn0030631	FBgn0030631	CG6227
FBgn0030634	FBgn0030634	CG9164
FBgn0030638	FBgn0030638	CG11655
FBgn0030645	FBgn0030645	Alg14
FBgn0030648	FBgn0030648	CG6340
FBgn0030654	FBgn0030654	CG15643
FBgn0030657	FBgn0030657	cerv
FBgn0030658	FBgn0030658	CG7872
FBgn0030659	FBgn0030659	CG9215
FBgn0030660	FBgn0030660	CG8097
FBgn0030662	FBgn0030662	Chsy
FBgn0030668	FBgn0030668	CG8128
FBgn0030669	FBgn0030669	CG9240
FBgn0030670	FBgn0030670	Pis
FBgn0030671	FBgn0030671	CG8134
FBgn0030672	FBgn0030672	CG9281
FBgn0030674	FBgn0030674	HUWE1
FBgn0030679	FBgn0030679	CG8206
FBgn0030680	FBgn0030680	CG8944
FBgn0030685	FBgn0030685	Graf
FBgn0030686	FBgn0030686	mRpL3
FBgn0030692	FBgn0030692	mRpS30
FBgn0030693	FBgn0030693	CG8974
FBgn0030694	FBgn0030694	CG15602
FBgn0030695	FBgn0030695	PGRP-LE
FBgn0030699	FBgn0030699	CG8578
FBgn0030701	FBgn0030701	CG16952
FBgn0030703	FBgn0030703	MSBP
FBgn0030704	FBgn0030704	CG15916
FBgn0030706	FBgn0030706	Lrp4
FBgn0030707	FBgn0030707	CG8916
FBgn0030710	FBgn0030710	CG8924
FBgn0030711	FBgn0030711	Rrp47
FBgn0030716	FBgn0030716	CG9170
FBgn0030717	FBgn0030717	Slc25A46a
FBgn0030718	FBgn0030718	ND-20
FBgn0030719	FBgn0030719	eIF5
FBgn0030720	FBgn0030720	CG8939
FBgn0030723	FBgn0030723	dpr18
FBgn0030724	FBgn0030724	Nipsnap
FBgn0030731	FBgn0030731	Mfe2
FBgn0030734	FBgn0030734	CG9911
FBgn0030735	FBgn0030735	CG3632
FBgn0030738	FBgn0030738	CG9915
FBgn0030740	FBgn0030740	CG9917
FBgn0030742	FBgn0030742	CG9919
FBgn0030743	FBgn0030743	CG9921
FBgn0030744	FBgn0030744	CG9992
FBgn0030745	FBgn0030745	CG4239
FBgn0030749	FBgn0030749	AnxB11
FBgn0030752	FBgn0030752	CDC50
FBgn0030753	FBgn0030753	rngo
FBgn0030759	FBgn0030759	CG13014
FBgn0030761	FBgn0030761	CG9784
FBgn0030763	FBgn0030763	CG9782
FBgn0030766	FBgn0030766	mthl1
FBgn0030769	FBgn0030769	CG13012
FBgn0030773	FBgn0030773	CG9676
FBgn0030778	FBgn0030778	CG4678
FBgn0030786	FBgn0030786	mRpL22
FBgn0030787	FBgn0030787	CG9609
FBgn0030788	FBgn0030788	Sap30
FBgn0030790	FBgn0030790	CG4768
FBgn0030792	FBgn0030792	CG4789
FBgn0030796	FBgn0030796	CG4829
FBgn0030798	FBgn0030798	CG13003
FBgn0030806	FBgn0030806	CG13001
FBgn0030808	FBgn0030808	RhoGAP15B
FBgn0030809	FBgn0030809	Ubr1
FBgn0030812	FBgn0030812	wcy
FBgn0030816	FBgn0030816	CG16700
FBgn0030817	FBgn0030817	CG4991
FBgn0030828	FBgn0030828	CG5162
FBgn0030830	FBgn0030830	CG5172
FBgn0030838	FBgn0030838	CG5445
FBgn0030847	FBgn0030847	CG12991
FBgn0030850	FBgn0030850	stas
FBgn0030853	FBgn0030853	ND-24
FBgn0030854	FBgn0030854	CG8289
FBgn0030858	FBgn0030858	IntS2
FBgn0030863	FBgn0030863	CG8188
FBgn0030869	FBgn0030869	Socs16D
FBgn0030870	FBgn0030870	CG6398
FBgn0030872	FBgn0030872	Ucp4A
FBgn0030873	FBgn0030873	CG15814
FBgn0030876	FBgn0030876	CG6762
FBgn0030878	FBgn0030878	CG6769
FBgn0030883	FBgn0030883	CG7772
FBgn0030890	FBgn0030890	CG7536
FBgn0030892	FBgn0030892	CG7206
FBgn0030893	FBgn0030893	RhoGAP16F
FBgn0030894	FBgn0030894	Mvb12
FBgn0030895	FBgn0030895	CG7135
FBgn0030897	FBgn0030897	Frq1
FBgn0030912	FBgn0030912	CG6023
FBgn0030913	FBgn0030913	CG6123
FBgn0030915	FBgn0030915	CG6179
FBgn0030926	FBgn0030926	psh
FBgn0030930	FBgn0030930	Pgant7
FBgn0030932	FBgn0030932	Ggt-1
FBgn0030941	FBgn0030941	wgn
FBgn0030944	FBgn0030944	CG6617
FBgn0030945	FBgn0030945	Ing3
FBgn0030946	FBgn0030946	CG6659
FBgn0030956	FBgn0030956	CG18259
FBgn0030959	FBgn0030959	CG6961
FBgn0030960	FBgn0030960	Atg101
FBgn0030961	FBgn0030961	CG7058
FBgn0030964	FBgn0030964	Pvf1
FBgn0030968	FBgn0030968	CG7322
FBgn0030969	FBgn0030969	Usp39
FBgn0030973	FBgn0030973	CG7332
FBgn0030974	FBgn0030974	Flacc
FBgn0030976	FBgn0030976	CG7378
FBgn0030985	FBgn0030985	Obp18a
FBgn0030990	FBgn0030990	CG7556
FBgn0030991	FBgn0030991	CG7453
FBgn0030993	FBgn0030993	Mec2
FBgn0030996	FBgn0030996	CG14194
FBgn0030997	FBgn0030997	CG7990
FBgn0031002	FBgn0031002	CG14196
FBgn0031005	FBgn0031005	Hs3st-B
FBgn0031006	FBgn0031006	rictor
FBgn0031011	FBgn0031011	CG8034
FBgn0031016	FBgn0031016	kek5
FBgn0031020	FBgn0031020	Naa15-16
FBgn0031021	FBgn0031021	ND-18
FBgn0031023	FBgn0031023	CG14200
FBgn0031030	FBgn0031030	Tao
FBgn0031036	FBgn0031036	CG14220
FBgn0031037	FBgn0031037	CG14207
FBgn0031043	FBgn0031043	Naa20A
FBgn0031044	FBgn0031044	MKP-4
FBgn0031047	FBgn0031047	Rcd-1
FBgn0031048	FBgn0031048	CG12237
FBgn0031049	FBgn0031049	Sec61gamma
FBgn0031050	FBgn0031050	Arp10
FBgn0031051	FBgn0031051	Ranbp21
FBgn0031052	FBgn0031052	Elys
FBgn0031053	FBgn0031053	CG14223
FBgn0031054	FBgn0031054	Ssu72
FBgn0031057	FBgn0031057	Ubqn
FBgn0031059	FBgn0031059	CG14229
FBgn0031060	FBgn0031060	CG14231
FBgn0031061	FBgn0031061	CG14232
FBgn0031064	FBgn0031064	CG12531
FBgn0031065	FBgn0031065	CG14234
FBgn0031066	FBgn0031066	COX6B
FBgn0031068	FBgn0031068	Alr
FBgn0031069	FBgn0031069	Pmp70
FBgn0031077	FBgn0031077	THADA
FBgn0031078	FBgn0031078	Nup205
FBgn0031080	FBgn0031080	CG12655
FBgn0031081	FBgn0031081	Nep3
FBgn0031089	FBgn0031089	CG9572
FBgn0031090	FBgn0031090	Rab35
FBgn0031092	FBgn0031092	CG9577
FBgn0031093	FBgn0031093	CG9581
FBgn0031094	FBgn0031094	CG9578
FBgn0031097	FBgn0031097	obst-A
FBgn0031098	FBgn0031098	CG17068
FBgn0031099	FBgn0031099	CG17065
FBgn0031106	FBgn0031106	Syx16
FBgn0031107	FBgn0031107	HERC2
FBgn0031109	FBgn0031109	Obp19a
FBgn0031110	FBgn0031110	Obp19b
FBgn0031111	FBgn0031111	Obp19c
FBgn0031114	FBgn0031114	cactin
FBgn0031115	FBgn0031115	CG11710
FBgn0031116	FBgn0031116	CG1695
FBgn0031117	FBgn0031117	GstT3
FBgn0031118	FBgn0031118	RhoGAP19D
FBgn0031119	FBgn0031119	CG1812
FBgn0031126	FBgn0031126	Cyp6v1
FBgn0031143	FBgn0031143	CG1532
FBgn0031144	FBgn0031144	CG1529
FBgn0031145	FBgn0031145	Ntf-2
FBgn0031148	FBgn0031148	Cbs
FBgn0031149	FBgn0031149	Stt3A
FBgn0031150	FBgn0031150	bves
FBgn0031161	FBgn0031161	CG15445
FBgn0031170	FBgn0031170	ABCA
FBgn0031174	FBgn0031174	CG1486
FBgn0031187	FBgn0031187	Usp2
FBgn0031188	FBgn0031188	CG14613
FBgn0031190	FBgn0031190	CG12576
FBgn0031191	FBgn0031191	Cp110
FBgn0031194	FBgn0031194	CG17598
FBgn0031195	FBgn0031195	CG17600
FBgn0031213	FBgn0031213	galectin
FBgn0031216	FBgn0031216	Zir
FBgn0031217	FBgn0031217	CG11377
FBgn0031228	FBgn0031228	ND-15
FBgn0031229	FBgn0031229	CG3436
