# submitted_item	validated_id	current_symbol
44250	FBcl0398504	44250
44250	FBgn0024698	Cpsf160
36613	FBgn0033942	Cpr51A
40892	FBgn0037502	wa-cup
39515	FBcl0410135	39515
39515	FBgn0036367	CG10116
36614	FBcl0456337	36614
36614	FBgn0265974	ttv
38746	FBgn0005626	ple
36615	FBcl0439110	36615
36615	FBgn0010397	LamC
47173	FBgn0002719	Men
38744	FBgn0035710	SP1173
36617	FBgn0019938	RpI1
35236	FBcl0400334	35236
35236	FBgn0040268	Top3alpha
38743	FBcl0433626	38743
38743	FBgn0035709	eIF4E4
251414	FBgn0024177	zpg
41579	FBgn0038088	CG10126
36619	FBgn0003742	tra2
38738	FBcl0451267	38738
38738	FBgn0002926	ndl
46080	FBcl0417136	46080
46080	FBgn0010638	Sec61beta
36624	FBgn0033949	Had2
35239	FBgn0032798	CG10132
39514	FBgn0036366	JMJD7
41578	FBgn0038087	beat-Va
35241	FBgn0032800	CG10137
44148	FBcl0440306	44148
44148	FBgn0005778	PpD5
36626	FBcl0475350	36626
36626	FBgn0033951	CG10139
38170	FBgn0028567	robl62A
39511	FBgn0036363	CG10140
37980	FBcl0470493	37980
37980	FBgn0035076	Ance-5
36627	FBcl0475595	36627
36627	FBgn0033952	Adgf-E
38735	FBgn0035704	Vps8
36632	FBcl0472060	36632
36632	FBgn0020269	mspo
36636	FBgn0012042	AttA
38733	FBgn0035702	CG10147
36638	FBgn0028689	Rpn6
36639	FBgn0033960	CG10151
42778	FBcl0410989	42778
42778	FBgn0039089	beat-IV
36641	FBtp0027559	P{GD14917}
39509	FBgn0036361	CG10154
36643	FBgn0020767	Spred
42788	FBcl0460505	42788
42788	FBgn0039099	GILT2
33971	FBcl0403787	33971
33971	FBgn0031871	Fgop2
36645	FBcl0463017	36645
36645	FBgn0015602	BEAF-32
45880	FBgn0001258	Ldh
42789	FBgn0040227	eIF3d1
38728	FBgn0035697	CG10163
42777	FBcl0424843	42777
42777	FBgn0039088	CG10164
35242	FBgn0032801	CG10165
35240	FBcl0477836	35240
35240	FBgn0032799	Dpm1
42776	FBcl0439891	42776
42776	FBgn0039087	Ugt303B2
38256	FBcl0443127	38256
38256	FBgn0035294	Mfap1
42774	FBgn0039085	Ugt303B3
39501	FBgn0036353	CG10171
38727	FBgn0035696	Best2
35101	FBcl0476010	35101
35101	FBgn0032680	Ntf-2r
42773	FBgn0039084	CG10175
35103	FBgn0032682	grnd
42772	FBcl0406315	42772
42772	FBgn0039083	CG10177
35105	FBcl0467652	35105
35105	FBgn0032684	Ugt301D1
38726	FBcl0416865	38726
38726	FBgn0004513	Mdr65
42780	FBgn0039091	CG10182
42782	FBgn0039093	CG10183
42783	FBcl0423407	42783
42783	FBgn0039094	CG10184
41953	FBgn0038397	CG10185
35238	FBcl0461073	35238
35238	FBgn0032797	Hasp
35237	FBcl0445703	35237
35237	FBgn0032796	cyst
35234	FBcl0472277	35234
35234	FBgn0032793	CG10189
40849	FBgn0014863	Mlp84B
39502	FBgn0036354	Poc1
42819	FBgn0260634	eIF4G2
35231	FBcl0433651	35231
35231	FBgn0032790	CG10194
35228	FBgn0032787	CG10195
45318	FBcl0411414	45318
45318	FBgn0001319	kn
42816	FBgn0039120	Nup98-96
36648	FBcl0475529	36648
36648	FBgn0033968	hui
36649	FBcl0480432	36649
36649	FBgn0033969	Pgm2b
33967	FBgn0028554	x16
36650	FBgn0033970	CG10205
33966	FBgn0026196	nop5
36651	FBgn0016684	NaPi-T
42814	FBcl0445120	42814
42814	FBgn0039118	CG10208
36652	FBgn0033971	CG10209
40792	FBgn0037443	Dmtn
42813	FBgn0039117	tst
35106	FBgn0032685	CG10211
36653	FBcl0462629	36653
36653	FBgn0027783	SMC2
42811	FBcl0448585	42811
42811	FBgn0039115	CG10214
36654	FBcl0398927	36654
36654	FBgn0028434	Ercc1
42809	FBcl0418540	42809
42809	FBgn0039113	udt
42808	FBgn0039112	SdhD
42806	FBgn0028475	Hrd3
39504	FBgn0036356	CG10222
35225	FBcl0413030	35225
35225	FBgn0284220	Top2
42804	FBcl0418842	42804
42804	FBgn0039110	RanBP3
38725	FBcl0402415	38725
38725	FBgn0035695	CG10226
36658	FBgn0264962	Pcf11
53566	FBcl0414485	53566
53566	FBgn0040208	Kat60
42802	FBcl0453988	42802
42802	FBgn0028691	Rpn9
42800	FBcl0440504	42800
42800	FBab0001712	Df(2L)b80e3
40627	FBgn0087005	rtp
44433	FBcl0401532	44433
44433	FBgn0024230	Hs2st
38723	FBgn0002526	LanA
35222	FBgn0032783	CG10237
43017	FBgn0039280	Mocs2B
40789	FBgn0027514	CG1024
49847	FBgn0013773	Cyp6a22
45556	FBgn0015714	Cyp6a17
36661	FBgn0033978	Cyp6a23
36662	FBcl0441020	36662
36662	FBgn0033979	Cyp6a19
43026	FBcl0400016	43026
43026	FBgn0022800	Cad96Ca
36664	FBgn0033980	Cyp6a20
36663	FBcl0399321	36663
36663	FBgn0013771	Cyp6a9
36665	FBgn0033981	Cyp6a21
36666	FBgn0013772	Cyp6a8
36668	FBgn0027596	Kank
42799	FBgn0002922	nau
117368	FBgn0043005	prt
42794	FBgn0039104	CG10252
36669	FBgn0033983	ADPS
42793	FBcl0432594	42793
42793	FBgn0027512	CG10254
36670	FBgn0033984	Lap1
36671	FBgn0033985	CG10257
31247	FBcl0442787	31247
31247	FBgn0267350	Pi4KIIIalpha
35257	FBgn0032813	PCNA2
35256	FBgn0032812	Hakai
41948	FBgn0038394	CG10264
36676	FBgn0033990	CG10265
40795	FBti0166271	P{GD15602}v40795
35255	FBcl0465699	35255
35255	FBgn0032811	CG10268
38718	FBcl0413663	38718
38718	FBgn0022935	D19A
38717	FBgn0022699	D19B
38716	FBgn0035690	CG10274
35104	FBgn0032683	kon
40791	FBgn0037442	gzl
41945	FBgn0038391	GATAe
40739	FBgn0003261	Rm62
40835	FBgn0260642	Antp
40740	FBgn0037395	CG10280
40790	FBgn0010282	TfIIFalpha
35102	FBcl0409257	35102
35102	FBgn0032681	CG10283
40786	FBti0165106	P{GD15591}v40786
40745	FBgn0026077	Gasp
38714	FBgn0035688	fmt
42596	FBgn0264491	how
44039	FBgn0267698	Pak
40783	FBgn0037436	Hr83
38710	FBcl0407519	38710
38710	FBgn0020765	Acp65Aa
40779	FBgn0037432	CG10298
40833	FBgn0003339	Scr
42798	FBcl0437166	42798
42798	FBgn0039107	CG10300
42797	FBcl0436007	42797
42797	FBgn0039106	CG10301
35100	FBcl0463283	35100
35100	FBgn0284256	bsf
40758	FBgn0037412	Osi4
35098	FBcl0461946	35098
35098	FBgn0261597	RpS26
37475	FBcl0413364	37475
37475	FBgn0034654	eIF3k
37477	FBcl0439974	37477
37477	FBgn0034655	CG10307
38428	FBgn0010317	CycJ
41981	FBcl0449646	41981
41981	FBgn0038418	pad
40909	FBgn0015568	alpha-Est1
41984	FBgn0038420	CG10311
37706	FBgn0034858	eIF2Bdelta
41987	FBgn0038423	CG10317
37471	FBgn0034650	NC2alpha
37466	FBcl0398969	37466
37466	FBgn0034645	ND-B12
37464	FBcl0444255	37464
37464	FBgn0034643	CG10321
42028	FBcl0457349	42028
42028	FBgn0038454	CG10324
42037	FBcl0428867	42037
42037	FBgn0000014	abd-A
42027	FBcl0477429	42027
42027	FBgn0038453	Arl6IP1
37781	FBgn0025790	TBPH
42026	FBcl0427052	42026
42026	FBgn0015520	nonA-l
37735	FBgn0260455	CG10332
35112	FBgn0032690	CG10333
35253	FBgn0005672	spi
39402	FBgn0036271	Pbgs
35122	FBcl0397993	35122
35122	FBgn0032698	CG10336
35247	FBcl0406279	35247
35247	FBgn0032805	CG10337
35124	FBcl0472821	35124
35124	FBgn0032700	CG10338
37854	FBgn0034972	CG10339
40830	FBgn0000166	bcd
42020	FBgn0022344	CG10340
35125	FBgn0032701	CG10341
42018	FBcl0479757	42018
42018	FBgn0027109	NPF
35127	FBgn0032703	CG10343
37565	FBgn0034729	CG10344
42017	FBgn0027562	CG10345
35130	FBgn0032705	Grip71
32141	FBgn0030342	CG10347
35132	FBgn0032707	CG10348
32147	FBcl0447308	32147
32147	FBgn0030348	CG10352
32148	FBgn0030349	CG10353
33964	FBgn0031868	Rat1
38435	FBcl0452306	38435
38435	FBgn0035453	CG10357
38434	FBgn0035452	CG10359
35246	FBgn0003231	ref(2)P
39333	FBcl0436533	39333
39333	FBti0165129	P{GD15798}v39333
32157	FBgn0030358	CG10362
35248	FBgn0041180	Tep4
35254	FBcl0475135	35254
35254	FBgn0027949	msb1l
42801	FBcl0446774	42801
42801	FBgn0039109	CG10365
35258	FBgn0032814	CG10366
42803	FBcl0402257	42803
42803	FBgn0263782	Hmgcr
35131	FBgn0032706	Irk3
42805	FBcl0425573	42805
42805	FBgn0028684	Rpt5
42807	FBcl0478491	42807
42807	FBgn0039111	PTPMT1
35129	FBgn0025608	Faf2
35128	FBgn0032704	Jwa
42810	FBgn0039114	Lsd-1
42812	FBgn0039116	CG10375
35126	FBgn0032702	CG10376
33968	FBgn0004838	Hrb27C
42817	FBgn0015513	mbc
37555	FBgn0025878	wrapper
35123	FBcl0449927	35123
35123	FBgn0032699	CG10383
37567	FBcl0425123	37567
37567	FBgn0034731	CG10384
35121	FBcl0460711	35121
35121	FBgn0005617	msl-1
35119	FBgn0015553	tos
42034	FBcl0444486	42034
42034	FBgn0003944	Ubx
40667	FBgn0014342	mia
35115	FBcl0463739	35115
35115	FBgn0032693	Cyp310a1
35486	FBcl0404080	35486
35486	FBgn0261403	sxc
35110	FBcl0419924	35110
35110	FBgn0003270	amos
35490	FBgn0033019	CG10395
35491	FBgn0033020	COX4L
33978	FBgn0031877	Hmgcl
41996	FBcl0431197	41996
41996	FBgn0038431	CG10405
41991	FBcl0443344	41991
41991	FBgn0038426	mRpS33
41949	FBgn0038395	CG10407
40787	FBti0165107	P{GD15592}v40787
35111	FBgn0032689	CG10413
35113	FBcl0475164	35113
35113	FBgn0032691	Atac2
39313	FBgn0015828	TfIIEalpha
35492	FBcl0403442	35492
35492	FBgn0033021	CG10417
39408	FBgn0036277	CG10418
40087	FBti0165351	P{GD9435}v40087
43034	FBgn0039296	Sil1
43038	FBgn0000158	bam
43039	FBgn0039300	RpS27
40085	FBgn0036848	Naxd
43043	FBgn0039304	CG10425
39404	FBti0165092	P{GD15340}v39404
35150	FBgn0032724	CG10428
35157	FBgn0032730	CG10431
37458	FBcl0474311	37458
37458	FBgn0034638	CG10433
40948	FBgn0037539	CG10435
39411	FBcl0443574	39411
39411	FBgn0011279	Obp69a
38321	FBcl0473747	38321
38321	FBgn0016794	dos
37456	FBcl0442010	37456
37456	FBgn0034636	twz
35259	FBgn0000464	Lar
37294	FBgn0034494	CG10444
40938	FBgn0037531	CG10445
35168	FBgn0032741	Sidpn
35261	FBgn0032816	Nf-YB
48805	FBgn0002022	Catsup
36000	FBgn0033440	CG10459
40828	FBgn0004053	zen
37229	FBgn0034443	cer
35260	FBgn0032815	CG10462
35264	FBcl0411618	35264
35264	FBgn0032819	CG10463
35488	FBgn0033017	CG10465
35268	FBcl0437618	35268
35268	FBgn0032822	CG10466
38697	FBcl0429307	38697
38697	FBgn0035679	CG10467
38696	FBgn0035678	CG10469
35174	FBcl0419602	35174
35174	FBtp0025538	P{GD12136}
38688	FBgn0035670	CG10472
35173	FBgn0263198	Acn
37211	FBgn0034427	CG10474
38685	FBcl0448912	38685
38685	FBgn0035667	Jon65Ai
37210	FBgn0034426	AANATL5
38679	FBcl0396066	38679
38679	FBgn0035661	CG10477
38675	FBcl0425638	38675
38675	FBgn0035657	alphaKap4
38674	FBgn0035656	CG10479
40827	FBgn0004054	zen2
38669	FBgn0002638	Rcc1
35273	FBgn0032827	CG10481
38666	FBgn0035649	CG10483
38664	FBgn0035647	CG10486
39419	FBgn0000625	eyg
38661	FBcl0424260	38661
38661	FBgn0035644	PolE2
117353	FBgn0041342	Pcyt1
38657	FBgn0003984	vn
35177	FBgn0032748	CG10492
35178	FBcl0430078	35178
35178	FBgn0032749	Phlpp
37453	FBgn0034634	CG10494
35179	FBgn0032750	CG10495
37450	FBgn0034631	TAF1C-like
37447	FBcl0433299	37447
37447	FBgn0010415	Sdc
42453	FBgn0004107	Cdk2
35188	FBcl0462454	35188
35188	FBgn0000075	amd
53573	FBgn0028427	Ilk
37428	FBgn0034612	CG10505
45786	FBcl0450923	45786
45786	FBgn0027090	GlnRS
40342	FBcl0443463	40342
40342	FBgn0037060	CG10508
40341	FBgn0037059	CG10510
40339	FBgn0037057	CG10512
43051	FBgn0039311	CG10513
43052	FBgn0039312	CG10514
39738	FBgn0036549	CG10516
40554	FBcl0406504	40554
40554	FBgn0003882	tub
32400	FBgn0015774	NetB
39429	FBcl0479557	39429
39429	FBgn0002466	sti
40336	FBcl0438228	40336
40336	FBgn0041100	park
37393	FBgn0034583	CG10527
49505	FBgn0004811	fs(2)ltoPP43
45018	FBgn0020640	Lcp65Ae
38703	FBcl0397068	38703
38703	FBgn0020638	Lcp65Ag1
37392	FBgn0034582	Cht9
45017	FBgn0020639	Lcp65Af
38702	FBcl0425693	38702
38702	FBgn0020637	Lcp65Ag2
41399	FBgn0037926	Elp1
39054	FBcl0467675	39054
39054	FBgn0004244	Rdl
35267	FBcl0420600	35267
35267	FBgn0032821	CdGAPr
38654	FBgn0283472	S6k
37387	FBgn0034577	cpa
38653	FBcl0422356	38653
38653	FBgn0035638	Tektin-C
38652	FBgn0086694	Bre1
37379	FBcl0461830	37379
37379	FBgn0034570	CG10543
32544	FBcl0427292	32544
32544	FBgn0001105	Gbeta13F
38651	FBgn0035636	Cralbp
43061	FBgn0039321	CG10550
43064	FBgn0039324	CG10553
31771	FBgn0030034	CG10555
43063	FBgn0039323	CG10559
40575	FBcl0399491	40575
40575	FBgn0087012	5-HT2A
43065	FBgn0039325	CG10560
35189	FBgn0002036	CG10561
43066	FBgn0039326	CG10562
35193	FBgn0086445	l(2)37Cd
40333	FBgn0024150	Ac78C
40332	FBcl0406799	40332
40332	FBgn0037051	CG10565
40331	FBgn0037050	ICA69
40577	FBcl0464030	40577
40577	FBgn0037262	MED31
50466	FBcl0402693	50466
50466	FBti0109131	P{GSV2}GS50466
39439	FBgn0015904	ara
39157	FBcl0453599	39157
39157	FBgn0015618	Cdk8
40330	FBgn0020294	ko
39156	FBgn0028429	I-2
38647	FBcl0418966	38647
38647	FBgn0035632	Ppat-Dpck
38645	FBgn0035630	CG10576
38643	FBcl0435248	38643
38643	FBgn0263106	DnaJ-1
38433	FBcl0417267	38433
38433	FBgn0005640	Eip63E
40580	FBcl0418190	40580
40580	FBgn0022981	rpk
40314	FBgn0011591	fng
40326	FBcl0431318	40326
40326	FBgn0037046	CG10581
40325	FBgn0028402	Sin
38640	FBgn0035627	Sse
40324	FBcl0461499	40324
40324	FBgn0037045	CG10584
40323	FBcl0468457	40323
40323	FBgn0037044	Pdss2
40315	FBgn0037036	Sems
40318	FBcl0410799	40318
40318	FBgn0037039	CG10587
40316	FBgn0037037	CG10588
40313	FBgn0037035	CG10589
40581	FBcl0395095	40581
40581	FBgn0087013	Karybeta3
38635	FBcl0444422	38635
38635	FBgn0035622	TM9SF3
38634	FBgn0035621	CG10591
38632	FBgn0035619	Alp10
34189	FBcl0408270	34189
34189	FBgn0016122	Acer
38631	FBcl0429337	38631
38631	FBgn0003486	spo
38629	FBcl0475524	38629
38629	FBgn0015766	Msr-110
32714	FBgn0030832	CG10597
32713	FBgn0003057	CG10598
35142	FBcl0479290	35142
35142	FBgn0032717	CG10600
39441	FBcl0432691	39441
39441	FBgn0014343	mirr
35146	FBgn0032721	CG10602
35145	FBgn0032720	mRpL13
35266	FBcl0459779	35266
35266	FBgn0000529	bsh
39440	FBcl0413630	39440
39440	FBgn0015919	caup
40650	FBgn0037324	Orco
40732	FBgn0028436	ECSIT
40648	FBgn0037322	Or83a
39420	FBgn0036286	CG10616
32290	FBgn0261085	Syt12
43067	FBgn0045761	CHKov1
35147	FBgn0003896	tup
39435	FBgn0036299	Tsf2
35152	FBgn0032726	CG10621
44001	FBgn0029118	ScsbetaG
35153	FBgn0032727	CG10623
46187	FBgn0010894	sinu
38624	FBcl0474421	38624
38624	FBgn0035612	frm
38622	FBcl0463185	38622
38622	FBgn0035610	Lkr
39434	FBgn0036298	nst
35263	FBgn0032818	CG10628
40664	FBgn0010051	Itpr
38620	FBcl0433385	38620
38620	FBgn0035608	blanks
35262	FBcl0446138	35262
35262	FBgn0032817	CG10631
39438	FBgn0036302	sowah
38616	FBgn0035604	Ir64a
38615	FBgn0035603	Pfdn4
35154	FBcl0447813	35154
35154	FBgn0015772	Nak
39424	FBcl0462637	39424
39424	FBgn0036290	CG10638
35156	FBgn0032729	L2HGDH
40657	FBgn0011715	Snr1
38613	FBcl0410931	38613
38613	FBgn0035601	Uev1A
35158	FBcl0442683	35158
35158	FBgn0032731	Swip-1
38611	FBcl0464386	38611
38611	FBgn0004380	Klp64D
38610	FBcl0433006	38610
38610	FBgn0016031	lama
39426	FBcl0468760	39426
39426	FBgn0036292	CG10646
31818	FBgn0030067	Rbm13
38447	FBgn0004888	Scsalpha1
35162	FBcl0414267	35162
35162	FBgn0046302	CG10650
35303	FBcl0471771	35303
35303	FBgn0032853	CG10651
44059	FBcl0401644	44059
44059	FBgn0086710	RpL30
35169	FBcl0457878	35169
35169	FBgn0001202	hook
39428	FBcl0479512	39428
39428	FBgn0036294	CG10654
49427	FBgn0002021	l(2)37Bb
39423	FBcl0453939	39423
39423	FBgn0036289	CG10657
44038	FBcl0457693	44038
44038	FBgn0014000	Hf
35285	FBcl0401987	35285
35285	FBgn0032839	AANATL3
39422	FBcl0444417	39422
39422	FBgn0036288	CG10660
39421	FBcl0463896	39421
39421	FBgn0036287	CG10663
35279	FBcl0481294	35279
35279	FBgn0032833	COX4
35686	FBcl0409662	35686
35686	FBgn0286788	Orc1
43069	FBgn0039329	CG10669
38594	FBcl0433197	38594
38594	FBgn0263831	Gen
38596	FBcl0400884	38596
38596	FBgn0035586	Fitm
38598	FBgn0035588	CG10672
38600	FBgn0035590	Prpk
38602	FBgn0035592	CG10674
43068	FBcl0465118	43068
43068	FBgn0039328	CHKov2
35151	FBgn0032725	Nedd8
35282	FBgn0032836	CG10680
39425	FBcl0437514	39425
39425	FBgn0036291	CG10681
44118	FBcl0415378	44118
44118	FBgn0264848	vih
44879	FBcl0399193	44879
44879	FBgn0004400	rhi
35196	FBcl0455206	35196
35196	FBgn0086447	l(2)37Cg
39430	FBcl0418176	39430
39430	FBgn0041775	tral
35194	FBgn0086443	AsnRS
39436	FBcl0433239	39436
39436	FBgn0036300	Pmm2
35192	FBgn0086444	l(2)37Cb
49168	FBgn0002031	l(2)37Cc
34632	FBgn0028707	Mt2
42940	FBgn0003429	slo
42855	FBgn0039147	CG10694
31593	FBcl0405934	31593
31593	FBgn0029878	Pat1
35190	FBcl0464459	35190
35190	FBgn0000422	Ddc
39409	FBcl0405826	39409
39409	FBgn0036278	CrzR
35184	FBcl0447411	35184
35184	FBgn0002023	Lim3
40850	FBgn0261238	Alh
35183	FBcl0421841	35183
35183	FBgn0032754	CG10700
31816	FBgn0011661	Moe
35181	FBgn0032752	CG10702
41350	FBgn0037881	GCC88
39418	FBgn0036285	toe
31456	FBgn0029761	SK
35381	FBgn0024371	E2f2
39525	FBcl0468046	39525
39525	FBgn0036377	CG10710
39523	FBcl0481231	39523
39523	FBgn0086785	Vps36
40508	FBcl0475668	40508
40508	FBgn0044324	Chro
39508	FBcl0421557	39508
39508	FBgn0036360	CG10713
39499	FBgn0001256	ImpL1
35293	FBgn0004374	neb
35197	FBgn0010300	brat
38451	FBgn0013751	Awh
35296	FBgn0032846	Pyroxd1
35298	FBcl0434307	35298
35298	FBgn0032848	nesd
35300	FBcl0415445	35300
35300	FBgn0032850	Kua
39505	FBgn0260049	flr
39510	FBgn0036362	CG10725
35287	FBgn0014127	barr
35289	FBcl0415977	35289
35289	FBgn0003978	vls
35291	FBgn0032843	CG10730
3772305	FBgn0034081	CG10731
39513	FBcl0432911	39513
39513	FBgn0036365	cmb
38698	FBgn0061492	loj
36787	FBgn0034082	CG10734
37202	FBgn0034420	CG10737
39516	FBcl0422276	39516
39516	FBgn0036368	CG10738
35200	FBcl0450269	35200
35200	FBgn0010309	pigeon
40564	FBcl0470086	40564
40564	FBgn0037250	CG1074
39521	FBcl0402090	39521
39521	FBgn0036373	Tgi
31244	FBcl0471356	31244
31244	FBgn0040334	Tsp3A
39524	FBcl0456143	39524
39524	FBgn0036376	Liprin-beta
35295	FBcl0412416	35295
35295	FBgn0032845	CG10747
39469	FBcl0449976	39469
39469	FBgn0036327	CG10748
39470	FBgn0036328	CG10749
35206	FBcl0456269	35206
35206	FBgn0032769	CG10750
36963	FBcl0467960	36963
36963	FBgn0024196	robl
39467	FBcl0419837	39467
39467	FBgn0036325	CG10752
44668	FBgn0261933	SmD1
39456	FBcl0443009	39456
39456	FBgn0036314	Sf3a2
31193	FBcl0456571	31193
31193	FBgn0015036	Cyp4ae1
35297	FBcl0405567	35297
35297	FBgn0032847	Taf13
35299	FBgn0032849	mRpS18B
31750	FBcl0410106	31750
31750	FBgn0030016	Or7a
40748	FBgn0037402	Vha14-2
31749	FBcl0401899	31749
31749	FBgn0030015	CG10761
31744	FBgn0030011	Gbeta5
36962	FBgn0034221	CG10764
40751	FBgn0037405	CG1077
47220	FBgn0004509	Fur1
44096	FBcl0401926	44096
44096	FBgn0024179	wit
31707	FBcl0460806	31707
31707	FBgn0029979	mahe
31708	FBcl0430188	31708
31708	FBgn0051708	DIP-zeta
40569	FBgn0037255	Fip1
31300	FBgn0002933	ng1
31299	FBcl0448011	31299
31299	FBgn0010295	ng3
31301	FBcl0397785	31301
31301	FBgn0010296	ng4
38452	FBgn0026592	Fie
31303	FBcl0448829	31303
31303	FBgn0003086	Pig1
31308	FBgn0029656	CG10793
37184	FBgn0034407	DptB
37443	FBcl0396587	37443
37443	FBgn0034626	CG10795
31310	FBgn0262656	Myc
36472	FBgn0033821	CG10799
33959	FBcl0438363	33959
33959	FBgn0017551	Rca1
31314	FBgn0029660	CG10801
31318	FBcl0395359	31318
31318	FBgn0029664	CG10802
31320	FBgn0029666	CG10803
31317	FBcl0479238	31317
31317	FBgn0029663	CG10804
33960	FBcl0468147	33960
33960	FBgn0086451	l(2)k09022
33961	FBgn0031865	Nha1
36533	FBgn0033876	Syngr
39159	FBcl0438059	39159
39159	FBgn0036052	CG10809
117332	FBgn0041191	Rheb
38419	FBgn0283461	Drs
43839	FBcl0423418	43839
43839	FBgn0023213	eIF4G1
38409	FBgn0035434	Drsl5
36481	FBgn0033830	CG10814
36635	FBcl0457098	36635
36635	FBgn0010388	Dro
40906	FBgn0015572	alpha-Est4
37274	FBcl0468934	37274
37274	FBgn0034478	CG10822
42530	FBgn0038880	SIFaR
42512	FBgn0038865	cDIP
42507	FBgn0038860	Ice2
42482	FBcl0465774	42482
42482	FBgn0038845	Alp5
42475	FBgn0038839	Ktl
33749	FBcl0406957	33749
33749	FBgn0031689	Cyp28d1
35438	FBgn0032972	CG10834
3355041	FBgn0020660	eIF4B
33412	FBcl0449161	33412
33412	FBgn0028570	robl22E
34944	FBcl0472510	34944
34944	FBgn0028858	CG10839
40553	FBgn0037240	Cont
44261	FBgn0026259	eIF5B
41665	FBcl0435074	41665
41665	FBgn0038163	CG10841
45524	FBcl0412604	45524
45524	FBgn0015037	Cyp4p1
35948	FBgn0033397	Cyp4p3
49090	FBgn0011286	RyR
42978	FBgn0039246	CG10845
34873	FBgn0040228	DCTN5-p25
44543	FBgn0004875	enc
38457	FBgn0035471	Sc2
45574	FBcl0480692	45574
45574	FBgn0041147	ida
41670	FBgn0004587	B52
38448	FBgn0015585	Acp63F
38465	FBcl0476639	38465
38465	FBgn0035478	CG10853
38443	FBgn0035461	ntc
38440	FBcl0449804	38440
38440	FBgn0035458	ppk27
34756	FBcl0422379	34756
34756	FBgn0032520	CG10859
39383	FBgn0036255	Atg12
38437	FBcl0406322	38437
38437	FBgn0035455	CG10862
38463	FBgn0027552	CG10863
42222	FBgn0038621	CG10864
38461	FBcl0402681	38461
38461	FBgn0035475	CG10866
42752	FBcl0429684	42752
42752	FBgn0004882	orb
33337	FBgn0031347	nis
33394	FBgn0031395	CG10874
42432	FBcl0449139	42432
42432	FBgn0038804	CG10877
40679	FBgn0283535	Vha26
33398	FBgn0031398	daed
42422	FBgn0038796	eIF3g2
33409	FBgn0262126	Sec24CD
42399	FBgn0038773	CG10887
